Date,Open*,High,Low,Close**,Volume,MarketCap
15-Aug-17,3.636185892,3.648942258,3.591752252,3.621376759,9.512957745,10.85385329
14-Aug-17,3.609178055,3.635999166,3.600881456,3.635999166,9.391480281,10.82680212
13-Aug-17,3.588836203,3.62411598,3.586339709,3.609942132,9.499561999,10.80641131
12-Aug-17,3.562367818,3.5965883,3.557952096,3.589358604,9.34627276,10.7799001
11-Aug-17,3.528121908,3.565814773,3.527903021,3.562366629,9.305607141,10.74560562
10-Aug-17,3.523985653,3.538253173,3.521068748,3.529081136,9.180444165,10.74142502
9-Aug-17,3.534076898,3.534376448,3.511571894,3.524067518,9.16700997,10.7514708
8-Aug-17,3.527658252,3.542184089,3.524503871,3.534018487,9.243722454,10.74499902
7-Aug-17,3.506880988,3.531182474,3.502548651,3.52878048,9.170930249,10.72417179
6-Aug-17,3.512899089,3.517629975,3.499081947,3.507037765,9.043374069,10.73014328
5-Aug-17,3.462042929,3.517197218,3.458612168,3.512272048,9.289075879,10.67922978
4-Aug-17,3.448231582,3.462297649,3.438339789,3.461782061,9.00091973,10.66535769
3-Aug-17,3.432898772,3.44921759,3.428966934,3.44789106,8.905686349,10.64998095
2-Aug-17,3.435705841,3.441307003,3.426281854,3.433076649,9.039394288,10.65273743
1-Aug-17,3.458078571,3.465583592,3.429042945,3.434290994,9.122107701,10.67506126
31-Jul-17,3.441418607,3.460840735,3.43466629,3.458689206,8.934788726,10.65835297
30-Jul-17,3.435269278,3.440677711,3.422401046,3.44046512,8.848769636,10.65215638
29-Jul-17,3.448245507,3.448514632,3.430204099,3.435597538,8.905118825,10.66508075
28-Jul-17,3.428091038,3.46201595,3.428091038,3.448553285,9.139910556,10.64487562
27-Jul-17,3.404613094,3.430287956,3.403007212,3.426800695,8.897134245,10.62134768
26-Jul-17,3.411244165,3.41676695,3.389307872,3.403026099,8.971926802,10.62792885
25-Jul-17,3.440515521,3.442178637,3.394619762,3.411026776,9.164379627,10.65715246
24-Jul-17,3.436591957,3.443616539,3.431233456,3.440099533,8.937755536,10.65317005
23-Jul-17,3.44841257,3.452120852,3.4238911,3.436226275,9.030534957,10.66493423
22-Jul-17,3.426288364,3.456733358,3.424507591,3.448724866,9.070824428,10.64275725
21-Jul-17,3.453075128,3.453075128,3.418607841,3.426146757,9.173025929,10.66949354
20-Jul-17,3.356004812,3.462502815,3.356004812,3.449879339,9.35203966,10.57236967
19-Jul-17,3.366064166,3.379698834,3.354152635,3.356681587,9.095204233,10.58237931
18-Jul-17,3.348989846,3.377963389,3.335411761,3.365278275,9.179681026,10.56525025
17-Jul-17,3.28614647,3.348400281,3.28614647,3.347995099,9.079817745,10.50235883
16-Jul-17,3.299284974,3.313607831,3.265532405,3.285516803,9.072937017,10.51544463
15-Jul-17,3.348328233,3.348526822,3.298942545,3.300782377,8.99721508,10.56444472
14-Jul-17,3.373020563,3.373509667,3.339097501,3.348954844,8.94571619,10.58909021
13-Jul-17,3.380699548,3.384751141,3.369369875,3.372525382,8.922086778,10.59671802
12-Jul-17,3.367871922,3.384480655,3.357008126,3.380001282,9.048212554,10.58383218
11-Jul-17,3.377650417,3.382641905,3.36112507,3.368805497,9.123773265,10.59355409
10-Jul-17,3.40230438,3.404347856,3.365699465,3.375217204,9.045792233,10.61814227
9-Jul-17,3.410373953,3.420861373,3.400985005,3.401131609,8.722515462,10.62616785
8-Jul-17,3.40144707,3.410159506,3.39660206,3.410159506,8.865299452,10.61718598
7-Jul-17,3.416405825,3.46480837,3.397743663,3.401169545,8.962564417,10.63209472
6-Jul-17,3.416324239,3.417757254,3.411904093,3.41640083,8.881930463,10.63196502
5-Jul-17,3.415452478,3.418740337,3.404585722,3.415305623,8.973850768,10.63104582
4-Jul-17,3.408409578,3.420218227,3.408129681,3.415247201,8.99366368,10.62395083
3-Jul-17,3.397689783,3.414137362,3.394533979,3.408928184,8.984127488,10.61317772
2-Jul-17,3.386748591,3.400413641,3.379276503,3.399062511,8.905119365,10.60217398
1-Jul-17,3.396652591,3.400584611,3.383677159,3.386418698,8.892046716,10.61202265
30-Jun-17,3.404703751,3.408112712,3.394176657,3.394598756,8.934636293,10.62002252
29-Jun-17,3.409520601,3.413103533,3.399756766,3.404717433,8.977714005,10.62480067
28-Jun-17,3.407055918,3.415637644,3.395225017,3.410741814,9.073304015,10.62228346
27-Jun-17,3.394180162,3.406957243,3.367912877,3.406957243,9.173125055,10.60935852
